species_id,common_name,image_count,target_image_count,description,folder_path
7730,Karoo Prinia,23,23,"The Karoo prinia or spotted prinia (Karoo Prinia) is a small passerine bird. It is a resident breeder in South Africa, Lesotho and far southern Namibia.",/kaggle/input/ugbirds/birdsuganda/image/Karoo_Prinia
73152,Southern Gray-headed Sparrow,30,30,"The southern grey-headed sparrow (Southern Gray-headed Sparrow) is a passerine bird of the sparrow family Passeridae. It is sometimes treated as a subspecies of the grey-headed sparrow. It is found in savanna and woodland in Angola and Zambia southwards into South Africa, where it is expanding its range and is kept as a caged bird, like its relative the white-rumped seedeater.",/kaggle/input/ugbirds/birdsuganda/image/Southern_Gray-headed_Sparrow
4327,Great White Pelican,25,25,"The great white pelican (Great White Pelican) also known as the eastern white pelican, rosy pelican or white pelican is a bird in the pelican family. It breeds from southeastern Europe through Asia and Africa, in swamps and shallow lakes.",/kaggle/input/ugbirds/birdsuganda/image/Great_White_Pelican
144455,Great Egret,27,27,"The great egret (Great Egret), also known as the common egret, large egret or (in the Old World) great white egret or great white heron is a large, widely distributed egret, with four subspecies found in Asia, Africa, the Americas, and southern Europe. Distributed across most of the tropical and warmer temperate regions of the world. It builds tree nests in colonies close to water.",/kaggle/input/ugbirds/birdsuganda/image/Great_Egret
4922,Spotted Thick-knee,27,27,"The spotted thick-knee (Spotted Thick-knee) also known as the spotted dikkop or Cape thick-knee, is a wader in the family Burhinidae. It is native to tropical regions of central and southern Africa.",/kaggle/input/ugbirds/birdsuganda/image/Spotted_Thick-knee
3017,Rock Pigeon,28,28,"The rock dove or rock pigeon (/ˈpɪdʒ.ən/ also /ˈpɪdʒ.ɪn/; Rock Pigeon) is a member of the bird family Columbidae (doves and pigeons).:624 In common usage, this bird is often simply referred to as the ""pigeon"".",/kaggle/input/ugbirds/birdsuganda/image/Rock_Pigeon
5426,Hooded Vulture,23,23,"The hooded vulture (Hooded Vulture) is an Old World vulture in the order Accipitriformes, which also includes eagles, kites, buzzards and hawks. It is the only member of the genus Necrosyrtes and is native to sub-Saharan Africa. It is a scruffy-looking, small vulture with dark brown plumage, a long thin bill, bare crown, face and fore-neck, and a downy nape and hind-neck. It typically scavenges on carcasses. Although this is a common species, numbers of these...",/kaggle/input/ugbirds/birdsuganda/image/Hooded_Vulture
53,Gray Crowned-Crane,26,26,"The grey crowned crane (Gray Crowned-Crane) is a bird in the crane family Gruidae. It is found in eastern and southern Africa, and is the national bird of Uganda.",/kaggle/input/ugbirds/birdsuganda/image/Gray_Crowned-Crane
144281,Southern Ground Hornbill,32,32,"The southern ground hornbill (Southern Ground Hornbill; formerly known as Bucorvus cafer), is one of two species of ground hornbill, which are both found solely within Africa, and is the largest species of hornbill worldwide. It can be found in the southern regions of Africa, ranging from Kenya to South Africa. Within these regions, they inhabit both woodlands and savannas. The other species of the genus Bucorvus found in Africa is the Abyssinian ground hornbill, B. abyssinicus.",/kaggle/input/ugbirds/birdsuganda/image/Southern_Ground_Hornbill
5344,Martial Eagle,30,30,"The martial eagle (Martial Eagle) is a large eagle native to sub-Saharan Africa. It is the only member of the genus Polemaetus. A species of the booted eagle subfamily (Aquillinae), it has feathering over its tarsus. One of the largest and most powerful species of booted eagle, it is a fairly opportunistic predator that varies its prey selection between mammals, birds and reptiles. Its hunting technique is unique as it is one of few eagle species...",/kaggle/input/ugbirds/birdsuganda/image/Martial_Eagle
8354,African Paradise-Flycatcher,32,32,The African paradise flycatcher (African Paradise-Flycatcher) is a medium-sized passerine bird with a very long tail. It is a common resident breeder in Africa south of the Sahara Desert. The male is boldly coloured in chestnut and black and the female is rather more drab. This bird feeds mainly on insects and builds a tiny cup nest in a tree where two or three eggs are laid. This species is usually found in open forests and...,/kaggle/input/ugbirds/birdsuganda/image/African_Paradise-Flycatcher
5338,Pale Chanting-Goshawk,22,22,"The (southern) pale chanting goshawk (Pale Chanting-Goshawk) is a bird of prey in the family Accipitridae. This hawk breeds in southern Africa. It is a resident species of dry, open semi-desert with 75 cm or less annual rainfall. It is commonly seen perched on roadside telephone poles.",/kaggle/input/ugbirds/birdsuganda/image/Pale_Chanting-Goshawk
2248,White-fronted Bee-eater,27,27,The white-fronted bee-eater (White-fronted Bee-eater) is a species of bee-eater widely distributed in sub-equatorial Africa.,/kaggle/input/ugbirds/birdsuganda/image/White-fronted_Bee-eater
11901,Barn Swallow,33,33,"The barn swallow (Barn Swallow) is the most widespread species of swallow in the world. It is a distinctive passerine bird with blue upperparts, a long, deeply forked tail and curved, pointed wings. It is found in Europe, Asia, Africa and the Americas. In Anglophone Europe it is just called the swallow; in Northern Europe it is the only common species called a ""swallow"" rather than a ""martin"".",/kaggle/input/ugbirds/birdsuganda/image/Barn_Swallow
145130,Orange-breasted Sunbird,24,24,"The orange-breasted sunbird (Orange-breasted Sunbird) is the only member of the bird genus Anthobaphes; however, it is sometimes placed in the genus Nectarinia. This sunbird is endemic to the fynbos habitat of southwestern South Africa.",/kaggle/input/ugbirds/birdsuganda/image/Orange-breasted_Sunbird
4754,Saddle-billed Stork,24,24,"The saddle-billed stork, or saddlebill (Saddle-billed Stork) is a large wading bird in the stork family, Ciconiidae. It is a widespread species which is a resident breeder in sub-Saharan Africa from Sudan, Ethiopia and Kenya south to South Africa, and in The Gambia, Senegal, Côte d'Ivoire and Chad in west Africa. Considered Endangered in South Africa.",/kaggle/input/ugbirds/birdsuganda/image/Saddle-billed_Stork
4733,White Stork,29,29,"The white stork (White Stork) is a large bird in the stork family Ciconiidae. Its plumage is mainly white, with black on its wings. Adults have long red legs and long pointed red beaks, and measure on average 100–115 cm (39–45 in) from beak tip to end of tail, with a 155–215 cm (61–85 in) wingspan. The two subspecies, which differ slightly in size, breed in Europe (north to Finland), northwestern Africa, southwestern Asia (east to southern Kazakhstan) and southern...",/kaggle/input/ugbirds/birdsuganda/image/White_Stork
14939,Superb Starling,23,23,The Superb Starling (Superb Starling) is a member of the starling family of birds. It was formerly known as Spreo superbus.,/kaggle/input/ugbirds/birdsuganda/image/Superb_Starling
12978,African Dusky Flycatcher,23,23,"The African dusky flycatcher, dusky-brown flycatcher or dusky alseonax, African Dusky Flycatcher, is a small passerine bird of the Old World flycatcher family, Muscicapidae. It is a resident breeder in Africa from Nigeria, the Central African Republic, South Sudan and Ethiopia south to South Africa. It is very common in its woodland habitat, which includes riverine forests, evergreen forest edges and clearings, especially near water bodies such as lakes, dams and streams, and well-wooded suburban garden",/kaggle/input/ugbirds/birdsuganda/image/African_Dusky_Flycatcher
14026,Southern Cordonbleu,22,22,"The blue waxbill (Southern Cordonbleu), also called Southern blue waxbill, blue-breasted waxbill, Southern cordon-bleu, blue-cheeked cordon-bleu, blue-breasted cordon-bleu and Angola cordon-bleu, is a common species of estrildid finch found in Southern Africa. It is also relatively commonly kept as an aviary bird.",/kaggle/input/ugbirds/birdsuganda/image/Southern_Cordonbleu
14005,Red-billed Quelea,29,29,"The red-billed quelea (Red-billed Quelea), also known as the red-billed weaver or red-billed dioch, is a small—approximately 12 cm (4.7 in) long and weighing 15–26 g (0.53–0.92 oz)—migratory, sparrow-like bird of the weaver family, Ploceidae, native to Sub-Saharan Africa. It was named by Linnaeus in 1758, who considered it a bunting, but Ludwig Reichenbach assigned it in 1850 to the new genus Quelea. Three subspecies are recognised, with Red-billed Quelea quelea occurring roughly from Senegal to Chad, Q",/kaggle/input/ugbirds/birdsuganda/image/Red-billed_Quelea
512166,African Gray Hornbill,32,32,The African grey hornbill (African Gray Hornbill) is a member of the hornbill family of tropical near-passerine birds found in the Old World. It is a widespread and common resident breeder in much of Sub-Saharan Africa and into Arabia.,/kaggle/input/ugbirds/birdsuganda/image/African_Gray_Hornbill
145142,Amethyst Sunbird,33,33,"The amethyst sunbird, also called the black sunbird (Amethyst Sunbird), is a species of passerine bird in the Nectariniidae family. It is native to the Afrotropics, mostly south of the equator. They are commonly found in well-watered habitats, and undertake seasonal movements to visit flowering woodlands. The demise of some woodlands have impacted their numbers locally, but their range has also expanded along with the spread of wooded gardens.",/kaggle/input/ugbirds/birdsuganda/image/Amethyst_Sunbird
4926,Water Thick-knee,30,30,"The water thick-knee (Water Thick-knee), or water dikkop is a species of bird in the family Burhinidae. It is found in Angola, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Ivory Coast, Ethiopia, Gabon, Ghana, Kenya, Liberia, Malawi, Mozambique, Namibia, Niger, Nigeria, Rwanda, Senegal, Somalia, South Africa, Swaziland, Tanzania, Uganda, Zambia, and Zimbabwe.",/kaggle/input/ugbirds/birdsuganda/image/Water_Thick-knee
558601,Yellow-fronted Canary,32,32,"The yellow-fronted canary (Yellow-fronted Canary), also called Yellow-eyed Canary, is a small passerine bird in the finch family. It is known elsewhere and in aviculture as the green singing finch.",/kaggle/input/ugbirds/birdsuganda/image/Yellow-fronted_Canary
4994,Squacco Heron,30,30,"The squacco heron (Squacco Heron) is a small heron, 44–47 cm (17–19 in) long, of which the body is 20–23 cm (7.9–9.1 in), with 80–92 cm (31–36 in) wingspan. It is of Old World origins, breeding in southern Europe and the Greater Middle East.",/kaggle/input/ugbirds/birdsuganda/image/Squacco_Heron
4868,Wattled Lapwing,29,29,"The African wattled lapwing or Senegal wattled plover (Wattled Lapwing) is a large lapwing, a group of largish waders in the family Charadriidae. It is a resident breeder in most of sub-Saharan Africa outside the rainforests, although it has seasonal movements.",/kaggle/input/ugbirds/birdsuganda/image/Wattled_Lapwing
14850,European Starling,31,31,"The common starling (European Starling), also known as the European starling, or in the British Isles just the starling, is a medium-sized passerine bird in the starling family, Sturnidae. It is about 20 cm (8 in) long and has glossy black plumage with a metallic sheen, which is speckled with white at some times of year. The legs are pink and the bill is black in winter and yellow in summer; young birds have browner plumage than the...",/kaggle/input/ugbirds/birdsuganda/image/European_Starling
47,Blue Crane,30,30,"The blue crane (Grus paradisea), also known as the Stanley crane and the paradise crane, is the national bird of South Africa. The species is listed as Vulnerable by the IUCN.",/kaggle/input/ugbirds/birdsuganda/image/Blue_Crane
4259,Lesser Flamingo,24,24,"The lesser flamingo (Lesser Flamingo) is a species of flamingo occurring in sub-Saharan Africa with another population in India. Birds are occasionally reported from further north, but these are generally considered vagrants. Until 2014, it was classified in genus Phoenicopterus but is now classified as the only species in the genus Phoeniconaias, the only monotypic genus of flamingo.",/kaggle/input/ugbirds/birdsuganda/image/Lesser_Flamingo
145208,African Pipit,31,31,"The African pipit (African Pipit) is a fairly small passerine bird belonging to the pipit genus Anthus in the family Motacillidae. It is also known as the grassveld pipit or grassland pipit. It was formerly lumped together with the Richard's, Australasian, mountain and paddyfield pipits in a single species, Richard's pipit (Anthus novaeseelandiae), but is now often treated as a species in its own right.",/kaggle/input/ugbirds/birdsuganda/image/African_Pipit
4969,Goliath Heron,24,24,"The Goliath heron (Goliath Heron), also known as the giant heron, is a very large wading bird of the heron family, Ardeidae. It is found in sub-Saharan Africa, with smaller numbers in Southwest and South Asia.",/kaggle/input/ugbirds/birdsuganda/image/Goliath_Heron
117135,Crested Barbet,25,25,"The crested barbet (Crested Barbet) ('trachys'=rough, 'phone'=voice, sound') is a sub-Saharan bird in the Lybiidae family. Its specific name commemorates François Levaillant, a famed French naturalist.",/kaggle/input/ugbirds/birdsuganda/image/Crested_Barbet
7660,Levaillants Cisticola,29,29,"Levaillant's cisticola or tinkling cisticola, Levaillant's Cisticola, is a small passerine bird).",/kaggle/input/ugbirds/birdsuganda/image/Levaillants_Cisticola
116950,Black-collared Barbet,29,29,"The black-collared barbet (Black-collared Barbet) is a species of bird in the family Lybiidae. It is found in Sub-Saharan Africa through Angola, Botswana, Burundi, Democratic Republic of the Congo, Kenya, Lesotho, Malawi, Mozambique, Namibia, Rwanda, South Africa, Swaziland, Tanzania, Uganda, Zambia, and Zimbabwe.",/kaggle/input/ugbirds/birdsuganda/image/Black-collared_Barbet
7729,Tawny-flanked Prinia,23,23,"The tawny-flanked prinia (Tawny-flanked Prinia) is a small passerine bird belonging to the genus Prinia in the family Cisticolidae, a family of Old World warblers. It is widespread and common in most parts of Africa south of the Sahara. The plain prinia (P. inornata) of southern Asia was formerly included in this species but is now usually considered to be a separate species.",/kaggle/input/ugbirds/birdsuganda/image/Tawny-flanked_Prinia
144795,Lesser Striped Swallow,25,25,The lesser striped swallow (Lesser Striped Swallow) is a large swallow. It breeds in Sub-Saharan Africa from Sierra Leone and southern Sudan south into eastern South Africa. It is partially migratory with South African birds wintering further north. West African birds leave the north of the breeding range in the dry season.,/kaggle/input/ugbirds/birdsuganda/image/Lesser_Striped_Swallow
1429237,African Woolly-necked Stork,23,23,"The African woolly-necked stork or African woollyneck (African Woolly-necked Stork) is a species of large wading bird in the stork family Ciconiidae. It breeds singly, or in small loose colonies. It is distributed in a wide variety of habitats including marshes in forests, agricultural areas, and freshwater wetlands across Africa.",/kaggle/input/ugbirds/birdsuganda/image/African_Woolly-necked_Stork
144508,Grey-hooded Gull,24,24,"The grey-headed gull (Grey-hooded Gull), also known as the grey-hooded gull, is a small gull which breeds patchily in South America and Africa south of the Sahara. It is not truly migratory, but is more widespread in winter. This species has occurred as a rare vagrant to North America, Italy and Spain. As is the case with many gulls, it has traditionally been placed in the genus Larus.",/kaggle/input/ugbirds/birdsuganda/image/Grey-hooded_Gull
1636180,Little Heron,22,22,"The little heron (Little Heron) is a small heron, about 44 cm tall. It is mostly sedentary and frequents both fresh and salt water habitats. It is found in the Old World tropics from west Africa to Japan and Australia. The little heron was formerly considered to be conspecific with the striated heron.",/kaggle/input/ugbirds/birdsuganda/image/Little_Heron
2337,Woodland Kingfisher,27,27,The woodland kingfisher (Woodland Kingfisher) is a tree kingfisher that is widely distributed in Africa south of the Sahara.,/kaggle/input/ugbirds/birdsuganda/image/Woodland_Kingfisher
13770,Common Waxbill,27,27,"The common waxbill (Common Waxbill), also known as the St Helena waxbill, is a small passerine bird belonging to the estrildid finch family. It is native to sub-Saharan Africa but has been introduced to many other regions of the world and now has an estimated global extent of occurrence of 10,000,000 km2. It is popular and easy to keep in captivity.",/kaggle/input/ugbirds/birdsuganda/image/Common_Waxbill
472764,Rock Kestrel,28,28,The rock kestrel (Rock Kestrel) is a bird of prey species belonging to the kestrel group of the falcon family Falconidae. It was previously considered a subspecies of the common kestrel (Falco tinnunculus).,/kaggle/input/ugbirds/birdsuganda/image/Rock_Kestrel
20934,Green Woodhoopoe,31,31,"The green wood hoopoe (Green Woodhoopoe) is a large, up to 44 cm (17 in) long, near-passerine tropical bird native to Africa. It is a member of the family Phoeniculidae, the wood hoopoes, and was formerly known as the red-billed wood hoopoe.",/kaggle/input/ugbirds/birdsuganda/image/Green_Woodhoopoe
4287,Cape Cormorant,24,24,The Cape cormorant or Cape shag (Cape Cormorant) is a bird endemic to the southwestern coasts of Africa.,/kaggle/input/ugbirds/birdsuganda/image/Cape_Cormorant
8224,Southern Boubou,32,32,"The southern boubou (Southern Boubou) ('ferrugineus' - rust-coloured) is a bushshrike. Though these passerine birds and their relations were once included with true shrikes in the Laniidae, they are not closely related to that family.",/kaggle/input/ugbirds/birdsuganda/image/Southern_Boubou
3652,Namaqua Dove,31,31,The Namaqua dove (Namaqua Dove) is a small pigeon. It is the only species in the genus Oena.,/kaggle/input/ugbirds/birdsuganda/image/Namaqua_Dove
6984,Red-billed Teal,22,22,"The red-billed teal (Red-billed Teal) is a dabbling duck which is an abundant resident breeder in southern and eastern Africa typically south of 10° S. This duck is not migratory, but will fly great distances to find suitable waters. It is highly gregarious outside the breeding season and forms large flocks.",/kaggle/input/ugbirds/birdsuganda/image/Red-billed_Teal
3978,Common Sandpiper,22,22,"The common sandpiper (Common Sandpiper) is a small Palearctic wader. This bird and its American sister species, the spotted sandpiper (A. macularia), make up the genus Actitis. They are parapatric and replace each other geographically; stray birds of either species may settle down with breeders of the other and hybridize. Hybridization has also been reported between the common sandpiper and the green sandpiper, a basal species of the closely related shank genus Tringa.",/kaggle/input/ugbirds/birdsuganda/image/Common_Sandpiper
1505776,White-fronted Plover,32,32,"The white-fronted plover or white-fronted sandplover (Charadrius marginatus) is a small (45-50 g) shorebird of the family Charadriidae that inhabits sandy beaches, dunes, mudflats and the shores of rivers and lakes in sub-saharan Africa and Madagascar. It nests in small shallow scrapes in the ground and lays clutches of one to three eggs. The species is monogamous and long-lived, with a life expectancy of approximately 12 years. The vast majority of pairs that mate together stay...",/kaggle/input/ugbirds/birdsuganda/image/White-fronted_Plover
203815,Olive Thrush,33,33,"The olive thrush (Olive Thrush) is, in its range, one of the most common members of the thrush family (Turdidae). It occurs in east African highlands from Tanzania and Zimbabwe in the north to the Cape of Good Hope in south. It is a bird of forest and woodland, but has locally adapted to parks and large gardens in suburban areas.",/kaggle/input/ugbirds/birdsuganda/image/Olive_Thrush
3888,Wood Sandpiper,30,30,"The wood sandpiper (Wood Sandpiper) is a small wader. This Eurasian species is the smallest of the shanks, which are mid-sized long-legged waders of the family Scolopacidae. The genus name Tringa is the New Latin name given to the green sandpiper by Aldrovandus in 1599 based on Ancient Greek trungas, a thrush-sized, white-rumped, tail-bobbing wading bird mentioned by Aristotle. The specific glareola is from Latin glarea, "" gravel"".",/kaggle/input/ugbirds/birdsuganda/image/Wood_Sandpiper
144663,Southern Red-billed Hornbill,30,30,"The southern red-billed hornbill (Southern Red-billed Hornbill) is a species of hornbill in the family Bucerotidae, which is native to the savannas and dryer bushlands of southern Africa. It is replaced by a near-relative, the Damara red-billed hornbill, in the arid woodlands of western Namibia. All five red-billed hornbills were formerly considered conspecific.",/kaggle/input/ugbirds/birdsuganda/image/Southern_Red-billed_Hornbill
72729,Rattling Cisticola,28,28,"The rattling cisticola (Rattling Cisticola) is a species of bird in the family Cisticolidae which is native to Africa south of the equator, and parts of East Africa. It is a common to abundant species in open savanna and scrubland habitats, whether in arid, moist or upland regions. Especially during summer, it is highly conspicuous due to its strident and repetitive call-notes from prominent perches.",/kaggle/input/ugbirds/birdsuganda/image/Rattling_Cisticola
145163,Greater Double-collared Sunbird,28,28,"The greater double-collared sunbird (Greater Double-collared Sunbird) (formerly placed in the genus Nectarinia), is a small bird in the sunbird family.",/kaggle/input/ugbirds/birdsuganda/image/Greater_Double-collared_Sunbird
508918,Black Crake,33,33,"The black crake (Amaurornis flavirostra) is a waterbird in the rail and crake family, Rallidae. It breeds in most of sub-Saharan Africa except in very arid areas. It undertakes some seasonal movements in those parts of its range which are subject to drought. No subspecies have been described.",/kaggle/input/ugbirds/birdsuganda/image/Black_Crake
4866,Spur-winged Lapwing,26,26,"The spur-winged lapwing or spur-winged plover (Spur-winged Lapwing) is a lapwing species, one of a group of largish waders in the family Charadriidae.",/kaggle/input/ugbirds/birdsuganda/image/Spur-winged_Lapwing
4776,African Openbill,33,33,The African openbill (African Openbill) is a species of stork in the family Ciconiidae.,/kaggle/input/ugbirds/birdsuganda/image/African_Openbill
73010,Giant Kingfisher,24,24,"The giant kingfisher (Giant Kingfisher) is the largest kingfisher in Africa, where it is a resident breeding bird over most of the continent south of the Sahara Desert other than the arid southwest.",/kaggle/input/ugbirds/birdsuganda/image/Giant_Kingfisher
3756,Glossy Ibis,32,32,"The glossy ibis (Glossy Ibis) is a wading bird in the ibis family Threskiornithidae. The scientific name derives from Ancient Greek plegados and Latin, falcis, both meaning ""sickle"" and referring to the distinctive shape of the bill.",/kaggle/input/ugbirds/birdsuganda/image/Glossy_Ibis
4951,Purple Heron,31,31,"The purple heron (Purple Heron) is a wide ranging species of wading bird in the heron family, Ardeidae. The scientific name comes from Latin ardea ""heron"", and purpureus, ""coloured purple"". It breeds in Africa, central and southern Europe, and southern and eastern Asia. The Western Palearctic populations migrate between breeding and wintering habitats whereas the African and tropical-Asian populations are primarily sedentary, except for occasional dispersive movements.",/kaggle/input/ugbirds/birdsuganda/image/Purple_Heron
5401,Lappet-faced Vulture,32,32,"The lappet-faced vulture or Nubian vulture (Lappet-faced Vulture) is an Old World vulture belonging to the bird order Accipitriformes, which also includes eagles, kites, buzzards and hawks. It is the only member of the genus Torgos. It is not closely related to the superficially similar New World vultures, and does not share the good sense of smell of some members of that group.",/kaggle/input/ugbirds/birdsuganda/image/Lappet-faced_Vulture
14923,Greater Blue-eared Starling,26,26,"The greater blue-eared starling or greater blue-eared glossy-starling (Greater Blue-eared Starling) is a bird that breeds from Senegal east to Ethiopia and south through eastern Africa to northeastern South Africa and Angola. It is a very common species of open woodland bird, and undertakes some seasonal migration.",/kaggle/input/ugbirds/birdsuganda/image/Greater_Blue-eared_Starling
204472,Common Buzzard,31,31,"The common buzzard (Common Buzzard) is a medium-to-large bird of prey whose range covers most of Europe and extends into Asia. Over much of its range, it is resident year-round, but birds from the colder parts of the Northern Hemisphere typically migrate south (some well into the Southern Hemisphere) for the northern winter.",/kaggle/input/ugbirds/birdsuganda/image/Common_Buzzard
472766,Eurasian Kestrel,26,26,"The common kestrel (Eurasian Kestrel) is a bird of prey species belonging to the kestrel group of the falcon family Falconidae. It is also known as the European kestrel, Eurasian kestrel, or Old World kestrel. In Britain, where no other kestrel species occurs, it is generally just called ""the kestrel"".",/kaggle/input/ugbirds/birdsuganda/image/Eurasian_Kestrel
5241,Brown Snake-Eagle,25,25,"The brown snake eagle (Brown Snake-Eagle) is a species of bird of prey in the family Accipitridae. It is found in West, East and southern Africa.",/kaggle/input/ugbirds/birdsuganda/image/Brown_Snake-Eagle
144540,Great Crested Tern,25,25,"The greater crested tern (Great Crested Tern), also called crested tern or swift tern, is a tern in the family Laridae that nests in dense colonies on coastlines and islands in the tropical and subtropical Old World. Its five subspecies breed in the area from South Africa around the Indian Ocean to the central Pacific and Australia, all populations dispersing widely from the breeding range after nesting. This large tern is closely related to the royal and...",/kaggle/input/ugbirds/birdsuganda/image/Great_Crested_Tern
7876,Black-headed Oriole,25,25,"The black-headed oriole (Black-headed Oriole) is a species of bird in the family Oriolidae. It is found in Africa and has a very striking appearance with a bright yellow body, contrasting black head and flesh-coloured beak.",/kaggle/input/ugbirds/birdsuganda/image/Black-headed_Oriole
8188,Bokmakierie,32,32,"The bokmakierie (Bokmakierie) is a bushshrike. This family of passerine birds is closely related to the true shrikes in the family Laniidae, and was once included in that group. This species is endemic to southern Africa, mainly in South Africa and Namibia, with an isolated population in the mountains of eastern Zimbabwe and western Mozambique.",/kaggle/input/ugbirds/birdsuganda/image/Bokmakierie
2191,European Bee-eater,30,30,"The European bee-eater (European Bee-eater) is a near passerine bird in the bee-eater family Meropidae. The genus name Merops is Ancient Greek for ""bee-eater"", and apiaster is Latin, also meaning ""bee-eater"", from apis, ""bee"". It breeds in southern Europe and in parts of north Africa and western Asia. It is strongly migratory, wintering in tropical Africa. This species occurs as a spring overshoot north of its range, with occasional breeding in northwest Europe.",/kaggle/input/ugbirds/birdsuganda/image/European_Bee-eater
145143,Scarlet-chested Sunbird,31,31,"The scarlet-chested sunbird (Scarlet-chested Sunbird) is a species of bird in the Nectariniidae family. It is found in Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Democratic Republic of the Congo, Ivory Coast, Eritrea, Ethiopia, Gambia, Ghana, Guinea, Guinea-Bissau, Kenya, Malawi, Mali, Mauritania, Mozambique, Namibia, Niger, Nigeria, Rwanda, Senegal, Sierra Leone, South Africa, Sudan, Swaziland, Tanzania, Togo, Uganda, Zambia, and Zimbabwe.",/kaggle/input/ugbirds/birdsuganda/image/Scarlet-chested_Sunbird
5335,Long-crested Eagle,32,32,"The long-crested eagle (Long-crested Eagle) is an African bird of prey. Like all eagles, it is in the family Accipitridae. It is currently placed in a monotypic genus Lophaetus.",/kaggle/input/ugbirds/birdsuganda/image/Long-crested_Eagle
9271,Cape Canary,26,26,The Cape canary (Cape Canary) is a small passerine bird in the finch family. It is a resident breeder in southern Africa and has been introduced to Mauritius and Réunion.,/kaggle/input/ugbirds/birdsuganda/image/Cape_Canary
1583337,Burchells Coucal,31,31,"Burchell's coucal (Burchell's Coucal) is a species of cuckoo in the family Cuculidae. It is found in the southeastern parts of sub-Saharan Africa. It inhabits areas with thick cover afforded by rank undergrowth and scrub, including in suitable coastal regions. Common names include gewone vleiloerie in Afrikaans and umGugwane or uFukwe in Zulu. It is sometimes considered a subspecies of the white-browed coucal, which replaces it to the north and west. The juvenile plumages and calls...",/kaggle/input/ugbirds/birdsuganda/image/Burchells_Coucal
3878,Common Greenshank,25,25,"The common greenshank (Common Greenshank) is a wader in the large family Scolopacidae, the typical waders. The genus name Tringa is the New Latin name given to the green sandpiper by Aldrovandus in 1599 based on Ancient Greek trungas, a thrush-sized, white-rumped, tail-bobbing wading bird mentioned by Aristotle. The specific nebularia is from Latin nebula ""mist"". Like the Norwegian Skoddefoll, this refers to the greenshank's damp marshy habitat.",/kaggle/input/ugbirds/birdsuganda/image/Common_Greenshank
13964,Yellow Bishop,24,24,"The yellow bishop, Cape bishop, Cape widow or yellow-rumped widow (Yellow Bishop) is a resident breeding bird species in Angola, Botswana, Burundi, Cameroon, Congo, Equatorial Guinea, Ethiopia, Kenya, Lesotho, Malawi, Mozambique, Nigeria, Rwanda, South Africa, South Sudan, Swaziland, Tanzania, Uganda, Zambia and Zimbabwe.",/kaggle/input/ugbirds/birdsuganda/image/Yellow_Bishop
2266,European Roller,31,31,"The European roller (European Roller) is the only member of the roller family of birds to breed in Europe. Its overall range extends into the Middle East, Central Asia and Morocco.",/kaggle/input/ugbirds/birdsuganda/image/European_Roller
8296,Black-backed Puffback,31,31,"The black-backed puffback (Black-backed Puffback) is a species of passerine bird in the Malaconotidae family. They are common to fairly common sedentary bushshrikes in various wooded habitats in Africa south of the equator. They restlessly move about singly, in pairs or family groups, and generally frequent tree canopies. Like others of its genus, the males puff out the loose rump and lower back feathers in display, to assume a remarkable ball-like appearance. They draw attention to...",/kaggle/input/ugbirds/birdsuganda/image/Black-backed_Puffback
6986,Cape Teal,23,23,The Cape teal (Cape Teal) is a 44–46 cm long dabbling duck of open wetlands in sub-Saharan Africa.,/kaggle/input/ugbirds/birdsuganda/image/Cape_Teal
11920,White-throated Swallow,23,23,"The white-throated swallow (White-throated Swallow) is a small bird in the swallow family. It is a common species, found in southern Africa, which has benefited from the increased nesting opportunities presented by the construction of bridges and dams.",/kaggle/input/ugbirds/birdsuganda/image/White-throated_Swallow
12971,Spotted Flycatcher,32,32,"The spotted flycatcher (Spotted Flycatcher) is a small passerine bird in the Old World flycatcher family. It breeds in most of Europe and western Asia, and is migratory, wintering in Africa and south western Asia. It is declining in parts of its range.",/kaggle/input/ugbirds/birdsuganda/image/Spotted_Flycatcher
204506,Cape Bunting,23,23,The Cape bunting (Cape Bunting) is a passerine bird in the bunting family Emberizidae.,/kaggle/input/ugbirds/birdsuganda/image/Cape_Bunting
14064,Grosbeak Weaver,32,32,The thick-billed weaver or grosbeak weaver (Grosbeak Weaver) is a distinctive and bold species of weaver bird that is native to the Afrotropics. It comprises the monotypic genus Amblyospiza and subfamily Amblyospizinae.,/kaggle/input/ugbirds/birdsuganda/image/Grosbeak_Weaver
1505668,Kittlitzs Plover,22,22,"Kittlitz's plover (Kittlitz's Plover) is a small shorebird (35-40 g) in the family Charadriidae that breeds near coastal and inland saltmarshes, sandy or muddy riverbanks or alkaline grasslands with short vegetation. It is native to much of Sub-Saharan Africa, the Nile Delta and Madagascar. It is thought to be mainly polygamous and has monomorphic plumage.","/kaggle/input/ugbirds/birdsuganda/image/Kittlitz,s_Plover"
1506260,Cardinal Woodpecker,31,31,"The cardinal woodpecker (Cardinal Woodpecker) is a widespread and common resident breeder in much of sub-Saharan Africa. It occurs in a wide range of habitats, ranging from dense forest to thorn bush. It is fairly vocal and is easily identified by its call notes. The sexes are distinguishable by their head patterns.",/kaggle/input/ugbirds/birdsuganda/image/Cardinal_Woodpecker
